,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
2328,2014-09-01,Startup,https://angel.co/company/nordsafety,Helsinki,Construction,NordSafety,"
Engage your people in safety and improve productivity by over 60%
",150000,1-10,Seed,nordsafety.com,5.2904109589041095,28353.1848783014,0,0,5.0
2329,2013-04-01,Startup,https://angel.co/company/norin-tv,Cleveland,Language Learning,Norin.TV,"
Netflix for learning english
",170000,1-10,,norin.tv,6.7095890410958905,25336.872192731727,0,0,5.0
2330,2010-08-01,Startup,https://angel.co/company/norse-1,San Mateo,Enterprise Security,Norse,"
Intelligence Based Security
",33450000,51-200,Series A,norse-corp.com,9.378082191780821,3566827.3444347065,1,1,125.0
2331,2016-02-01,Startup,https://angel.co/company/notarize,Dallas,B2B,Notarize,"
1st legal online notary public platform and online real estate & mortgage closing service
",41950000,51-200,Series B,notarize.com,3.871232876712329,10836341.11818825,1,1,125.0
2332,2013-07-01,Startup,https://angel.co/company/notebowl,Phoenix,Private Social Networking,Notebowl,"
Social Learning Platform
",900000,11-50,Seed,notebowl.com,6.46027397260274,139312.97709923665,0,0,25.0
2333,2015-01-01,Startup,https://angel.co/company/noteworth,Hoboken,Digital Health,Noteworth,"
Harmonizing healthcare delivery
",5100000,11-50,Seed,noteworth.com,4.956164383561644,1029021.5588723051,1,0,25.0
2334,2018-06-01,Startup,https://angel.co/company/notice-kiosk,New York City,Local Advertising,Notice Kiosk,"
The Social Bulletin Board for your neighborhood. Discover things you wouldn't think of.
",300000,1-10,Seed,noticekiosk.com,1.5397260273972602,194839.85765124558,0,0,5.0
2335,2012-06-01,Startup,https://angel.co/company/wowiddoo,Tel Aviv-Yafo,Financial Services,Notondd,"
",11700000,11-50,Series A,notinterested.com,7.542465753424658,1551216.854340719,1,0,25.0
2336,2013-10-01,Startup,https://angel.co/company/nous-1,London,Skill Gaming,Nous Global Markets,"
World's safest trading app
",1150000,1-10,Seed,nous.net,6.208219178082191,185238.30538393647,0,0,5.0
2337,2014-06-01,Startup,https://angel.co/company/nowsta,New York City,Temporary Staffing,Nowsta,"
The OS for hourly work to organize & empower teams
",12100000,11-50,Series A,nowsta.com,5.542465753424658,2183143.8457736033,1,1,25.0
2338,2013-12-01,Startup,https://angel.co/company/ntensify,San Francisco,Mobile Commerce,Ntensify,"
A white-labeled loyalty platform for mobile apps
",300000,1-10,,ntensify.com,6.041095890410959,49659.86394557823,0,0,5.0
2339,2014-04-01,Startup,https://angel.co/company/nugames-studios-sweden-ab,Malmö,Location Based Services,NuGames Studios Sweden AB,"
Makers of TakeOver - The World - the location aware, crypto-currency MMORPG
",15000,1-10,Seed,takeover.to,5.7095890410958905,2627.159309021113,0,0,5.0
2340,2015-08-01,Startup,https://angel.co/company/nuhabitat,Austin,SaaS,NuHabitat,"
Private Branded MLS Search Portals
",187500,1-10,Seed,NuHabitat.com,4.375342465753425,42853.78835316218,0,0,5.0
2341,2013-05-01,Startup,https://angel.co/company/nusomnea,Severna Park,Medical Devices,NuSomnea,"
First home kit for children's sleep apnea diagnosis
",500000,1-10,Series A,nusomnea.com,6.627397260273972,75444.39851178174,0,0,5.0
2342,2013-09-01,Startup,https://angel.co/company/nubity,San Francisco,Cloud Management,Nubity,"
Centralized IT monitoring and management
",505000,11-50,Seed,nubity.com,6.2904109589041095,80280.92334494773,0,0,25.0
2343,2013-08-01,Startup,https://angel.co/company/nudge-5,Richmond,Mobile Health,Nudge,"
Klout for Health Tracking
",600000,1-10,Seed,nudgeyourself.com,6.375342465753425,94112.59131929523,0,0,5.0
2344,2014-07-01,Startup,https://angel.co/company/nugit,Singapore,Big Data Analytics,Nugit,"
From Data to Decisions
",5200000,11-50,Seed,nugit.co,5.46027397260274,952333.1660812845,1,0,25.0
2345,2012-05-01,Startup,https://angel.co/company/nuji,London,,Nuji,"
Nuji is a marketplace to discover the Internet's best fashion and lifestyle products
",1700000,11-50,Seed,nuji.com,7.627397260273972,222880.7471264368,0,0,25.0
2346,2015-02-01,Startup,https://angel.co/company/nuodb,Cambridge,Databases,NuoDB,"
",51200000,11-50,,nuodb.com,4.8712328767123285,10510686.164229471,1,1,25.0
2347,2013-03-01,Startup,https://angel.co/company/nurep,Palo Alto,Medical Devices,Nurep,"
Telesurgery - Stanford StartX Med
",1800000,1-10,Seed,nurep.com,6.794520547945205,264919.3548387097,0,0,5.0
2348,2013-05-01,Startup,https://angel.co/company/nursebuddy,Tampere,Mobile Health,NurseBuddy,"
Coordinate healthcare at home.
",888000,1-10,Seed,nursebuddy.co,6.627397260273972,133989.25175692435,0,0,5.0
2349,2014-09-01,Startup,https://angel.co/company/nursegrid,Portland,Hospitals,NurseGrid,"
Scheduling and Staffing Technology Built for Nurses
",3760000,11-50,Seed,nursegrid.com,5.2904109589041095,710719.834282755,1,0,25.0
2350,2014-02-01,Startup,https://angel.co/company/nuvenote,Paris,Mobile Health,Nuvenote,"
Intuitive appointment notes for doctors.
",50000,1-10,Seed,nuvenote.com,5.8712328767123285,8516.098926738217,0,0,5.0
2351,2015-05-01,Startup,https://angel.co/company/nvent,San Francisco,Hadoop,Nvent,"
",2500000,11-50,Seed,nventdata.com,4.627397260273972,540260.5091770279,1,0,25.0
2352,2014-07-01,Startup,https://angel.co/company/nylas,San Francisco,Developer APIs,Nylas,"
The Nylas APIs help developers connect to every email, calendar, and contacts provider.
",30000000,51-200,Series B,nylas.com,5.46027397260274,5494229.804315103,1,1,125.0
2353,2014-04-01,Startup,https://angel.co/company/oauth-io,San Francisco,Developer APIs,OAuth.io,"
Fast and easy API integration platform
",275000,1-10,Pre-Seed,OAuth.io,5.7095890410958905,48164.58733205374,0,0,5.0
2354,2014-02-01,Startup,https://angel.co/company/ofi-com,Bogota,B2B,OFI,"
B2B tech E-commerce
",500000,51-200,Seed,ofi.com.co,5.8712328767123285,85160.98926738217,0,0,125.0
2355,2014-01-01,Startup,https://angel.co/company/ok-communication,Lviv,Outsourcing,OK Communication,"
Pay less, get more.
",100000,11-50,Acquired,google.com,5.956164383561644,16789.328426862925,0,0,25.0
2356,2013-10-01,Startup,https://angel.co/company/okpanda,New York City,Education,OKpanda,"
Helping the World Learn English
",3000000,1-10,Seed,okpanda.com,6.208219178082191,483230.3618711386,1,0,5.0
2357,2014-04-01,Startup,https://angel.co/company/omni-retail-group,Seattle,Semantic Search,OMNI Retail Group,"
Think of us as Endeca 2.0  (Oracle bought Endeca for $1B) 
",1750000,1-10,Seed,omniretailgroup.com,5.7095890410958905,306501.91938579653,0,0,5.0
2358,2012-09-01,Startup,https://angel.co/company/onthego-platforms,Portland,Augmented Reality,ONtheGO Platforms,"
The Next Interface
",1023000,1-10,Acquired,otgplatforms.com,7.2904109589041095,140321.30777903044,0,0,5.0
2359,2015-09-01,Startup,https://angel.co/company/oocar,Paris,Insurance,OOCAR,"
Data and Services Platform for the Automotive Industry 
",300000,1-10,Seed,oocar.com,4.2904109589041095,69923.37164750959,0,0,5.0
2360,2013-10-01,Startup,https://angel.co/company/oozo,São Paulo,Mobile Advertising,OOZO.tv DOOH Plug &amp; Play,"
Raspberry Pi based digital signage system
",500000,1-10,Seed,oozo.tv,6.208219178082191,80538.39364518976,0,0,5.0
2361,2015-09-01,Startup,https://angel.co/company/obrussa,Bristol,K-12 Education,Obrussa,"
Social network for learning
",327500,1-10,Seed,obrussa.com,4.2904109589041095,76333.01404853129,0,0,5.0
2362,2016-06-01,Startup,https://angel.co/company/ocrolus,New York City,Fraud Detection,Ocrolus,"
Financial Automation Powered by Artificial Intelligence and Human in the Loop Validation
",25000000,51-200,Series B,ocrolus.com,3.5397260273972604,7062693.498452012,1,1,125.0
2363,2013-09-01,Startup,https://angel.co/company/octane-lending,New York City,Insurance,Octane Lending,"
Point-of-sale finance and insurance marketplace
",68710000,51-200,Series B,octanelending.com,6.2904109589041095,10922974.738675958,1,1,125.0
2364,2015-09-01,Startup,https://angel.co/company/oddnetworks,Los Angeles,Video Streaming,Odd Networks,"
Wordpress for TV!
",250000,1-10,Seed,oddnetworks.com,4.2904109589041095,58269.47637292465,0,0,5.0
2365,2011-02-01,Startup,https://angel.co/company/off-track-planet,New York City,Location Based Services,Off Track Planet,"
A Travel Guide for the Ever Changing World
",950000,1-10,-,offtrackplanet.com,8.873972602739727,107054.64649583204,0,0,5.0
2366,2011-11-01,Startup,https://angel.co/company/offersavvy,Long Beach,SaaS,OfferSavvy,"
Zinga for B2B Ecommerce tools
",833000,1-10,Seed,offersavvy.com,8.126027397260273,102510.11463250169,0,0,5.0
2367,2012-01-01,Startup,https://angel.co/company/offerup,Bellevue,Mobile Commerce,OfferUp,"
buy. sell. simple.  
",119000000,201-500,Series C,offerup.com,7.958904109589041,14951807.228915662,1,1,350.0
2368,2012-10-01,Startup,https://angel.co/company/offerial,Greece,Hospitality,Offerial,"
Converting hotel website visitors by personalizing what they see
",480000,1-10,Seed,offerial.com,7.208219178082191,66590.64994298747,0,0,5.0
2369,2013-11-01,Startup,https://angel.co/company/officehours,Atlanta,Universities,OfficeHours,"
Uber for online teaching assistants
",500000,1-10,Seed,officehours.co,6.123287671232877,81655.48098434004,0,0,5.0
2370,2013-07-01,Startup,https://angel.co/company/officevibe,Montreal,Human Resources,Officevibe,"
Real-time employee engagement
",1000000,11-50,Seed,officevibe.com,6.46027397260274,154792.1967769296,0,0,25.0
2371,2015-06-01,Startup,https://angel.co/company/oh-my-green,Palo Alto,B2B,Oh My Green,"
Healthy & happy employees (YC S16)
",20000000,201-500,Seed,ohmygreen.com,4.542465753424658,4402895.054282268,1,1,350.0
2372,2011-09-01,Startup,https://angel.co/company/oi-furniture,Winnipeg,Hospitality,Oi Furniture,"
Introducing Cellular™ modular furniture to the world.
",150000,1-10,Seed,ilikeoi.com,8.293150684931506,18087.21506442022,0,0,5.0
2373,2017-02-01,Startup,https://angel.co/company/okletsplay,San Francisco Bay Area,Mobile Games,OkLetsPlay,"
Patented competitive player eSport platform for skill-based PC and mobile video games
",890000,1-10,Seed,okletsplay.com,2.8684931506849316,310267.43075453676,0,0,5.0
2374,2014-04-01,Startup,https://angel.co/company/okanjo,Milwaukee,Classifieds,Okanjo,"
Cloud Commerce™ for Media
",3250000,1-10,,okanjo.com,5.7095890410958905,569217.8502879079,1,0,5.0
2375,2010-09-01,Startup,https://angel.co/company/olapic,New York City,B2B,Olapic,"
We help brands reach their consumers visually.
",151000000,51-200,Acquired,olapic.com,9.293150684931506,16248525.943396227,1,1,125.0
2376,2015-03-01,Startup,https://angel.co/company/olist-com,Curitiba,SaaS,Olist.com,"
One-Stop-Shop for Merchants, Brands and Marketplaces in Brazil
",9200000,51-200,Series B,olist.com,4.794520547945205,1918857.142857143,1,0,125.0
2377,2016-04-01,Startup,https://angel.co/company/myollie,New York City,Pets,Ollie,"
Human Grade, All Natural, Subscription Petfood
",17000000,51-200,Series A,myollie.com,3.706849315068493,4586104.951958611,1,1,125.0
2378,2015-12-01,Startup,https://angel.co/company/olo,New York City,Technology,Olo,"
Olo is a SaaS digital ordering and delivery platform for restaurant brands.
",63300000,51-200,,olo.com,4.041095890410959,15664067.796610171,1,1,125.0
2379,2013-09-01,Startup,https://angel.co/company/omada-health-1,San Francisco,Personal Health,Omada Health,"
Pioneering Digital Behavioral Medicine
",71000000,201-500,Series C,omadahealth.com,6.2904109589041095,11287020.905923344,1,1,350.0
2380,2013-11-01,Startup,https://angel.co/company/ometria,London,Retail Technology,Ometria,"
Customer Insight and Marketing Automation for Retail
",5100000,51-200,Seed,ometria.com,6.123287671232877,832885.9060402685,1,0,125.0
2381,2013-11-01,Startup,https://angel.co/company/getomnify,San Francisco,SaaS,Omnify,"
Booking Automation & Workflow Management Platform for Activity Businesses
",200000,11-50,Seed,getomnify.com,6.123287671232877,32662.19239373602,0,0,25.0
2382,2015-10-01,Startup,https://angel.co/company/oncorps,Cambridge,Big Data,OnCorps,"
OnCorps is the adaptive decision analytics company.
",2300000,11-50,,oncorps.org,4.208219178082191,546549.4791666667,1,0,25.0
2383,2019-05-01,Startup,https://angel.co/company/onhand,Boston,University Students,OnHand,"
Tech accessories for students
",700000,1-10,Seed,getonhand.com,0.6246575342465753,1120614.0350877193,0,0,5.0
2384,2013-07-01,Startup,https://angel.co/company/one-click,Williamsport,Consumer Electronics,One Click,"
Discount Mass Merchant
",850000,1-10,Seed,oneclickllc.com,6.46027397260274,131573.36726039017,0,0,5.0
2385,2013-04-01,Startup,https://angel.co/company/one-spear-entertainment,San Francisco,Mobile Games,One Spear Entertainment,"
Mobile games publisher
",150000,1-10,Seed,onespear.com,6.7095890410958905,22356.06369946917,0,0,5.0
2386,2011-04-01,Startup,https://angel.co/company/oneclass,Toronto,Universities,OneClass,"
Enabling student success and increase college graduation rate
",1600000,51-200,Series B,oneclass.com,8.712328767123287,183647.79874213837,0,0,125.0
2387,2012-05-01,Startup,https://angel.co/company/onehealth-solutions,Solana Beach,Social Media Platforms,OneHealth Solutions,"
Social peer support platform to improve health outcomes.
",16000000,11-50,Acquired,onehealth.com,7.627397260273972,2097701.1494252873,1,1,25.0
2388,2013-08-01,Startup,https://angel.co/company/onelocal,Toronto,Local Businesses,OneLocal (YC S17),"
Smarter Local Marketing
",1275000,51-200,Seed,onelocal.com,6.375342465753425,199989.25655350235,0,0,125.0
2389,2014-10-01,Startup,https://angel.co/company/oneroom,Oakland,Writing,OneRoom,"
Marketplace for mentorship
",750000,1-10,,joinoneroom.com,5.208219178082191,144003.15623356128,0,0,5.0
2390,2015-04-01,Startup,https://angel.co/company/onesignal,San Mateo,Cloud Infrastructure,OneSignal,"
The World's Most Widely Used Push Messaging Platform
",34470000,11-50,Series B,onesignal.com,4.7095890410958905,7319109.9476439785,1,1,25.0
2391,2014-03-01,Startup,https://angel.co/company/onelife-me,Hamburg,Women-Focused,Onelife Health,"
The medical network that empowers women to take ownership of their maternity care
",1500000,1-10,Seed,onelife.me,5.794520547945205,258865.24822695038,0,0,5.0
2392,2012-07-01,Startup,https://angel.co/company/onfleet,San Francisco,Logistics,Onfleet,"
The world's most advanced last mile delivery management platform.
",4920000,11-50,Seed,onfleet.com,7.46027397260274,659493.206022769,1,0,25.0
2393,2013-02-01,Startup,https://angel.co/company/onshape,Boston,Productivity Software,Onshape,"
Next generation cloud/web/mobile CAD
",208000000,51-200,,onshape.com,6.8712328767123285,30271132.376395535,1,1,125.0
2394,2013-04-01,Startup,https://angel.co/company/ooma,Palo Alto,VoIP,Ooma,"
",99241929,1-10,-,ooma.com,6.7095890410958905,14791059.242547978,1,1,5.0
2395,2012-06-01,Startup,https://angel.co/company/oomnitza,San Francisco,Internet of Things,Oomnitza,"
IT Asset Management
",2050000,11-50,-,Oomnitza.com,7.542465753424658,271794.4061024337,1,0,25.0
2396,2013-03-01,Startup,https://angel.co/company/open-health-network,Los Altos,Mobile Health,Open Health Network,"
Powered by AI,Big Data & Blockchain Patient Experience Management Platform
",100000,11-50,,openhealth.cc,6.794520547945205,14717.741935483871,0,0,25.0
2397,2013-09-01,Startup,https://angel.co/company/openinfluence,New York City,Social Media,Open Influence,"
Influence Better
",3000000,51-200,Series A,openinfluence.com,6.2904109589041095,476916.3763066202,1,0,125.0
2398,2015-03-01,Startup,https://angel.co/company/opendna,Singapore,Big Data,OpenDNA,"
Artificial Intelligence - Hyper Personalization
",1100000,11-50,Seed,opendna.ai,4.794520547945205,229428.57142857145,0,0,25.0
2399,2013-11-01,Startup,https://angel.co/company/opened,Silicon Valley,K-12 Education,OpenEd,"
Assessment to Instruction with the Largest K-12 Resource Library
",2000000,11-50,Seed,opened.com,6.123287671232877,326621.9239373602,0,0,25.0
2400,2018-08-01,Startup,https://angel.co/company/opengamma,London,Finance Technology,OpenGamma,"
We’re the FinTech startup dedicated to reducing the costs of trading
",37450000,11-50,,opengamma.com,1.3726027397260274,27283932.13572854,1,1,25.0
2401,2012-01-01,Startup,https://angel.co/company/openlabel,San Francisco,Mobile Commerce,OpenLabel,"
Twitter meets Yelp for billions of barcoded products. 
",500000,1-10,Acquired,theopenlabel.com,7.958904109589041,62822.71944922547,0,0,5.0
2402,2013-03-01,Startup,https://angel.co/company/openlearning,Sydney,SaaS,OpenLearning,"
Enabling educators to prepare learners for the future of work
",8900000,51-200,Series A,openlearning.com,6.794520547945205,1309879.0322580645,1,0,125.0
2403,2013-11-01,Startup,https://angel.co/company/openprof-com,Ljubljana,Crowdsourcing,OpenProf.com,"
Personalized online textbooks
",135000,1-10,Seed,openprof.com,6.123287671232877,22046.979865771813,0,0,5.0
2404,2013-03-01,Startup,https://angel.co/company/opensearchserver-1,Paris,Open Source,OpenSearchServer,"
Open Source Search Engine Software with API(s)
",300000,1-10,Seed,open-search-server.com,6.794520547945205,44153.22580645161,0,0,5.0
